rundate,this_period,last_period,reporting_airport_group_name,reporting_airport_name,total_freight_passenger_aircraft_this_period,total_freight_passenger_aircraft_last_period,total_freight_passenger_aircraft_percent_change,total_freight_cargo_aircraft_this_period,total_freight_cargo_aircraft_last_period,total_freight_cargo_aircraft_percent_change,total_freight_this_period,total_freight_last_period,total_freight_percent_change
08/03/2018 10:23:28,2017,2016,Other UK Airports,  LEEDS BRADFORD,14.518000,22.225000,-32.000000,0.000000,0.000000,0.000000,14.518000,22.225000,-32.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  LIVERPOOL (JOHN LENNON),104.069000,256.009000,-59.000000,18.880000,13.708000,36.000000,122.949000,269.717000,-54.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  MANCHESTER,113113.241000,98718.062000,15.000000,7068.181000,10057.617000,-30.000000,120181.422000,109630.182000,10.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  NEWCASTLE,4974.574000,3756.374000,32.000000,507.161000,818.049000,-38.000000,5481.735000,4574.423000,20.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  NEWQUAY,11.980000,2.031000,500.000000,0.000000,0.000000,0.000000,11.980000,2.031000,500.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  NORWICH,332.117000,389.849000,-15.000000,0.000000,17.502000,0.000000,332.117000,407.351000,-18.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  OXFORD (KIDLINGTON),0.000000,0.000000,0.000000,0.000000,5.680000,0.000000,0.000000,5.680000,0.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  PRESTWICK,0.874000,498.612000,-100.000000,11391.720000,10323.300000,10.000000,11392.594000,10821.912000,5.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  SCATSTA,490.176000,455.217000,8.000000,0.000000,1.011000,0.000000,490.176000,456.228000,7.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  SOUTHAMPTON,192.902000,160.263000,21.000000,7.311000,12.408000,-42.000000,200.213000,172.671000,16.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  STORNOWAY,163.823000,93.450000,76.000000,0.949000,0.292000,0.000000,164.772000,93.742000,76.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  SUMBURGH,328.491000,306.009000,7.000000,0.935000,0.458000,0.000000,329.426000,306.467000,8.000000
08/03/2018 10:23:28,2017,2016,Other UK Airports,  TIREE,11.913000,8.351000,50.000000,0.024000,0.054000,0.000000,11.937000,8.405000,50.000000
08/03/2018 10:23:28,2017,2016,Non UK Reporting Airports,  ALDERNEY,96.783000,93.502000,3.000000,3.062000,1.263000,200.000000,99.845000,94.765000,5.000000
08/03/2018 10:23:28,2017,2016,Non UK Reporting Airports,  GUERNSEY,240.815000,281.517000,-15.000000,982.257000,1583.097000,-38.000000,1223.072000,1864.614000,-34.000000
08/03/2018 10:23:28,2017,2016,Non UK Reporting Airports,  ISLE OF MAN,110.457000,159.589000,-31.000000,101.704000,102.071000,0.000000,212.161000,261.660000,-19.000000
08/03/2018 10:23:28,2017,2016,Non UK Reporting Airports,  JERSEY,201.743000,294.011000,-31.000000,1101.851000,1600.966000,-31.000000,1303.594000,1894.977000,-31.000000

